ent,Date,pm25,bc,Sodium,Al,Si,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Br,Ba,Pb
4472,3/30/10,3,0.58619634,0.206,0.0096,0.0149,0.2542,0.0338,0.0123,0.0116,0.0012,3.00E-04,7.00E-04,0,0.0314,0,0.002,0.005,0,0,0,0.0146,0.0025
4473,3/31/10,4.1,0.55848492,0.2049,0.02,0.0312,0.2305,0.002,0.0203,0.0219,0.0018,0.0016,1.00E-04,0,0.0414,0.0022,0.0028,0.004,8.00E-04,0,0,0.0097,0
4474,4/1/10,5,0.50760841,0.0393,0.033,0.0487,0.2751,0.0023,0.0473,0.0218,0.004,0.0011,0.001,1.00E-04,0.0874,0,0.0024,0.0078,4.00E-04,0,0,0.0081,0.0055
4475,4/2/10,7,0.91235338,0.1475,0.0393,0.0763,0.3729,0.0033,0.0335,0.0305,0.0047,0.0017,3.00E-04,0,0.1034,7.00E-04,0.0045,0.006,0.0013,3.00E-04,0,0.0065,0.0059
4476,4/3/10,5.5,0.38322224,0.1023,0.0392,0.0849,0.3238,0.0022,0.03,0.0199,0.0017,0.0015,0.001,0,0.0392,0,0,0.004,0,0,7.00E-04,0.0018,0.0054
4477,4/4/10,6.5,0.22942222,0.069,0.0541,0.1099,0.381,0.0022,0.0324,0.0403,0.0051,8.00E-04,2.00E-04,0,0.0721,6.00E-04,0.0014,0.0038,0,0,4.00E-04,0,0.0021
4478,4/5/10,8.3,0.6134943,0.0934,0.0831,0.1644,0.6875,0.0019,0.043,0.0439,0.0058,0.0014,3.00E-04,0,0.0873,0,0.0045,0.0058,0,0,6.00E-04,0.0072,0.0081
4479,4/6/10,14.8,1.19656366,0.131,0.1476,0.2738,0.9114,0.0048,0.0644,0.0779,0.0108,0.004,6.00E-04,0.0048,0.1569,0.0025,0.0029,0.0096,0,0,0.0022,0.0212,0.0027
4480,4/7/10,13.4,1.08315356,0.2636,0.13,0.2661,1.2333,0.0118,0.083,0.0828,0.0084,0.0024,0,0,0.1258,0,0.0055,0.0101,0.0019,8.00E-04,0.0044,0,0.0024
4481,4/8/10,11.5,0.75964372,0.2781,0.0429,0.0737,0.9297,0.0078,0.0408,0.0246,0.0027,0.0037,5.00E-04,0,0.0555,0.0018,0.0027,0.0068,0,0.0022,0.0017,0,0.0025
4482,4/9/10,3.3,0.95437972,0.084,0.0245,0.027,0.308,0,0.01,0.0098,5.00E-04,9.00E-04,5.00E-04,0,0.0213,0.001,1.00E-04,0.0034,1.00E-04,0.003,0,0,0.0039
4483,4/10/10,3.8,0.11819618,0.0398,0.0787,0.1087,0.247,0.0026,0.0314,0.0289,0.0031,2.00E-04,1.00E-04,0,0.0499,0,0.0056,0.0029,0.001,0,0,0,0.005
4484,4/11/10,7.9,0.33743051,0.0721,0.0954,0.1896,0.7106,0.0031,0.055,0.0501,0.0056,6.00E-04,2.00E-04,0.001,0.0836,9.00E-04,0.0052,0.0084,0,0,0.0023,0.0157,0.008
4485,4/12/10,5.4,0.43287122,0.0215,0.0896,0.1925,0.4768,0.0017,0.0418,0.0437,0.0055,6.00E-04,8.00E-04,0,0.0996,1.00E-04,0.0065,0.0088,0,0,6.00E-04,0,0.0024
4486,4/13/10,,0.59573772,,,,,,,,,,,,,,,,,,,,
4487,4/14/10,13.4,0.42737573,0.0424,0.1686,0.3327,0.3748,0.0064,0.0658,0.0883,0.0116,4.00E-04,2.00E-04,0,0.1472,0,0.0018,0.0075,9.00E-04,0,0.0016,0.0148,0.0052
4488,4/15/10,5.7,0.3694783,0.1828,0.0847,0.1682,0.421,0.0687,0.0425,0.0529,0.0054,7.00E-04,1.00E-04,0.0014,0.0801,0.0011,0.0052,0.0023,0.0014,0,0.0012,0.0049,5.00E-04
4489,4/16/10,3.7,0.32583547,0.1247,0.059,0.0752,0.3583,0.002,0.0193,0.0197,0.0025,5.00E-04,7.00E-04,0,0.0356,0.0012,0.0014,0.001,8.00E-04,0,0,0.0142,0.0039
4490,4/17/10,4.2,0.24485104,0.0429,0.0171,0.0397,0.2697,3.00E-04,0.0173,0.01,0.0019,0.0017,9.00E-04,0,0.0246,0,7.00E-04,0.0016,0,0,0,0,0
4491,4/18/10,2.5,0.24868464,0.0959,0.0153,0.0275,0.1829,9.00E-04,0.0123,0.0097,0.0022,6.00E-04,2.00E-04,0,0.0277,6.00E-04,0.0024,0.0031,0,0,6.00E-04,0.0015,0.0021
4492,4/19/10,3.5,0.20862986,0.0586,0.0213,0.0344,0.3437,0.0014,0.0166,0.0155,0.0022,8.00E-04,5.00E-04,0,0.0424,3.00E-04,0.0023,0.0051,0,0,0,0.0131,0.0026
4493,4/20/10,,0.42616592,,,,,,,,,,,,,,,,,,,,
4494,4/21/10,10.7,0.60117629,0.1408,0.1492,0.3056,0.8211,0.0022,0.061,0.0593,0.0085,0.0015,6.00E-04,0,0.1152,0.0013,3.00E-04,0.0081,9.00E-04,0,0.0033,0.0253,0.0055
4495,4/22/10,11.2,0.65744236,0.1455,0.1271,0.2206,1.1592,0.006,0.0573,0.0513,0.0069,0.001,4.00E-04,0,0.1022,0,0.0017,0.0084,3.00E-04,0,0.0028,0,0.0054
4496,4/23/10,7.4,0.54732512,0.1435,0.0838,0.1654,0.5858,0.002,0.045,0.0441,0.0058,0.0041,0,0.0027,0.077,8.00E-04,0.0023,0.0063,7.00E-04,0,0,0.014,0
4497,4/24/10,7.6,0.32093786,0.133,0.1158,0.2423,0.3999,0.003,0.0579,0.0544,0.0076,5.00E-04,1.00E-04,0.0013,0.0904,0.001,0.0028,0.0067,0,0,0,0,0.0083
4498,4/25/10,6.4,0.31442389,0.1402,0.1203,0.2449,0.5163,0.004,0.0497,0.0425,0.0076,5.00E-04,3.00E-04,2.00E-04,0.0885,2.00E-04,0.0045,0.0082,0.0016,0,5.00E-04,0.0034,0.008
4499,4/26/10,,0.55690526,,,,,,,,,,,,,,,,,,,,
4500,4/27/10,3.6,0.49242326,0.0993,0.031,0.045,0.308,0.0018,0.0179,0.017,0.0016,7.00E-04,6.00E-04,0,0.0316,0,0,0.0019,0,0,0,0.0142,0.0028
4501,4/28/10,3.9,0.26727153,0.0515,0.0413,0.088,0.2171,0.001,0.0234,0.0309,0.0019,0,4.00E-04,0,0.0396,0,3.00E-04,0.0034,4.00E-04,0,0,0.0055,0.0044
4502,4/29/10,5.1,0.23172402,0.1036,0.0634,0.1446,0.2849,0.0032,0.0345,0.0465,0.0048,1.00E-04,3.00E-04,0,0.0595,0,0.0029,0.0022,0.0013,0,0,0.0039,0.0043
4503,4/30/10,6.4,0.40468473,0.0601,0.0825,0.1636,0.3193,0.0034,0.0468,0.0637,0.0069,4.00E-04,0,0,0.1009,4.00E-04,0.0062,0.0074,0.0011,0,9.00E-04,0.0107,0.0053
4504,5/1/10,15.6,0.71182685,0.1416,0.119,0.2098,1.267,0.0086,0.0876,0.0606,0.0074,0.0036,0,0.0023,0.1145,0.0023,0.0055,0.0118,0.0012,0,0.0016,0,0.0062
4505,5/2/10,19.1,0.86163727,0.3489,0.1528,0.2336,1.4961,0.004,0.0955,0.0509,0.0073,0.0035,5.00E-04,0,0.1009,0.0023,0.0032,0.0068,0,0,0.001,0,0.0049
4506,5/3/10,11.4,0.62562647,0.0408,0.0919,0.1876,0.5351,0.0061,0.0543,0.0536,0.0058,1.00E-04,0,0.001,0.0774,0,0.0074,0.0069,0,0,9.00E-04,0.0022,0.0019
4507,5/4/10,7.2,0.43531354,0.0738,0.0556,0.1103,0.5127,0.0053,0.0359,0.0434,0.0039,5.00E-04,8.00E-04,0,0.0642,9.00E-04,0.0027,0.0045,0,0,0,0,2.00E-04
4508,5/5/10,10.8,0.41224792,0.0964,0.0535,0.1217,0.7639,0.0043,0.0368,0.0457,0.0041,6.00E-04,7.00E-04,0,0.0637,0,0.0048,0.0072,0,0,0,0.0033,0.0036
4509,5/6/10,10.5,0.463799,0.0735,0.0789,0.1339,0.6013,0.0069,0.037,0.0458,0.0051,2.00E-04,1.00E-04,0,0.0572,4.00E-04,0,0.0029,0.0023,0,0.0023,0.0073,0.0061
4510,5/7/10,5.9,0.31530069,0.0358,0.0448,0.1039,0.2395,0.005,0.0293,0.0323,0.003,0.0013,9.00E-04,0,0.0718,0.0012,0.0033,0.0052,0,0,8.00E-04,0.0025,0.0019
4511,5/8/10,8.3,0.586898,0.1185,0.0327,0.0337,0.3322,0.0027,0.0184,0.0205,0.0024,6.00E-04,2.00E-04,0,0.0252,1.00E-04,0.0018,0.0021,7.00E-04,0,0,0.007,0.0039
4512,5/9/10,2.1,0.05390312,0.047,0.0142,0.0317,0.1285,0.0017,0.0101,0.0122,7.00E-04,5.00E-04,0,0,0.0144,0,0.0037,0.0013,0,0,2.00E-04,0.0123,0.0031
4513,5/10/10,4.1,0.19120005,0.0542,0.0514,0.1123,0.384,0.0012,0.0305,0.0324,0.0041,0,2.00E-04,0,0.0466,0,0,0.0025,0,0,0.0019,0.0165,0.0014
4514,5/11/10,5.8,0.34702431,0.056,0.0627,0.1298,0.432,8.00E-04,0.0345,0.0323,0.0048,0.0014,4.00E-04,0,0.0673,2.00E-04,0.0037,0.006,4.00E-04,0,0,0.024,0.0075
4515,5/12/10,6,0.51874771,0.0942,0.0603,0.1079,0.5502,0.0011,0.0345,0.029,0.0041,7.00E-04,0,8.00E-04,0.0629,0,0.0025,0.0071,5.00E-04,0,0,0.0028,0.0035
4516,5/13/10,6.4,0.49543788,0.0881,0.0611,0.1288,0.432,0.0013,0.0377,0.0356,0.0057,6.00E-04,0.001,0,0.0699,0,0.0025,0.005,0,0,0.0043,0.0017,0.0037
4517,5/14/10,,0.80332151,,,,,,,,,,,,,,,,,,,,
4518,5/15/10,4.7,0.39938778,0.0681,0.0258,0.0572,0.1812,0.0026,0.0233,0.0216,0.0021,4.00E-04,3.00E-04,0,0.0257,0,0,0.0057,0,0,0,0.0028,0.0027
4519,5/16/10,4.7,0.25273563,0.0839,0.066,0.1062,0.3126,0.0014,0.0315,0.0354,0.0041,0,0,0,0.0593,3.00E-04,0.0048,0.0028,8.00E-04,0,0,0.0063,9.00E-04
4520,5/17/10,7.3,0.47067275,0.083,0.0709,0.163,0.3968,0.0017,0.044,0.0475,0.0057,0.0012,7.00E-04,0.0023,0.0824,0,0.0045,0.0066,0,0,0,0.0074,0.0036
4521,5/18/10,4.5,0.66162869,0.1014,0.0086,0.0168,0.1685,0.0011,0.0111,0.0204,0.0013,0,0,0,0.0232,0,0.0036,0.0056,1.00E-04,0,0,0,0.0023
4522,5/19/10,2.9,0.37461944,0.1234,0.0789,0.1548,0.4283,0.003,0.0482,0.0503,0.0056,0.0019,6.00E-04,0,0.0825,3.00E-04,0.002,0.0077,0,0,0,0.0054,0.0057
4523,5/20/10,9.6,0.8173813,0.0496,0.0135,0.0115,0.1586,3.00E-04,0.01,0.0238,9.00E-04,4.00E-04,0,0,0.0304,1.00E-04,0.0029,0.0043,0,0,7.00E-04,0.0154,0.0073
4524,5/21/10,6.7,0.76357707,0.1364,0.1022,0.1777,0.2283,0.0045,0.0424,0.0699,0.0059,0.0024,0,0,0.0983,0.0022,5.00E-04,0.0051,0,0,3.00E-04,0.0061,0.0048
4525,5/22/10,9.2,0.69210347,0.241,0.0656,0.0996,0.6816,0.0024,0.0401,0.0346,0.0056,0.0022,2.00E-04,0,0.0676,0.0014,0.0029,0.0022,0,0,0.0025,0,0.0024
4526,5/23/10,7.5,0.63849808,0.1851,0.0284,0.06,0.6549,0.003,0.031,0.0226,0.0029,0.004,0.0013,0,0.0652,0.0012,0.0021,0.0059,0,0,0,0,0.0043
4527,5/24/10,12.1,0.59138299,0.3099,0.07,0.0932,0.714,0.0105,0.1011,0.0354,0.0032,4.00E-04,0,0.0023,0.0527,0.001,0.003,0.0055,0,0,8.00E-04,0,0.0073
4528,5/25/10,18,0.67732257,0.2458,0.069,0.1144,0.7204,0.0076,0.0934,0.0456,0.0059,0.0016,6.00E-04,0.002,0.0803,0.0012,0.0012,0.0062,0,0,0.0036,6.00E-04,0.0029
4529,5/26/10,17.7,1.08035079,0.2414,0.0761,0.1477,1.1463,0.0097,0.0997,0.0682,0.0061,0.0016,0,0,0.0926,0.001,0,0.0103,5.00E-04,0,4.00E-04,5.00E-04,0.002
4530,5/27/10,,0.55315755,,,,,,,,,,,,,,,,,,,,
4531,5/28/10,5.6,0.42538399,0.1203,0.0446,0.0818,0.271,0.0028,0.0314,0.027,0.0022,0.0012,3.00E-04,0,0.0546,8.00E-04,7.00E-04,0.0055,0,0,0,0,0.0049
4532,5/29/10,10.8,0.47048094,0.1381,0.0415,0.0583,0.8167,0.003,0.044,0.0213,0.0025,6.00E-04,8.00E-04,2.00E-04,0.0604,0.0013,0.0016,0.0057,6.00E-04,0,7.00E-04,0,0.0077
4533,5/30/10,8.2,0.45857114,0.0928,0.0387,0.0885,0.1935,0.0034,0.069,0.0253,0.0017,0,1.00E-04,0,0.0324,0.0012,7.00E-04,0.0041,0.0014,0,0.0014,0.0166,0.0031
4534,5/31/10,60.2,2.23504149,0.0768,0.0498,0.0717,0.8206,0.0272,0.5629,0.0477,0.0028,0.0022,5.00E-04,0.0033,0.0578,5.00E-04,0,0.0341,0,0,0.0063,0.0145,0.0064
4535,6/1/10,14.1,0.8387069,0.2049,0.0303,0.048,1.149,0.003,0.0538,0.0231,0.0055,0.0014,0.0011,0,0.0533,0.0012,0.0062,0.0065,0.0023,0,0,0,5.00E-04
4536,6/2/10,14.9,1.57120835,0.1059,0.0343,0.0526,1.1906,0.0034,0.072,0.0273,0.003,0.0025,0.0017,0.0011,0.0647,0.0012,0.0041,0.0076,6.00E-04,0,4.00E-04,0.0062,0.0032
4537,6/3/10,12.5,0.66028445,0.0753,0.0415,0.0565,1.4354,7.00E-04,0.0243,0.0189,0.0021,0.0023,0,0,0.0451,6.00E-04,0.0029,0.0031,0.0012,0,0,0.0032,0.0039
4538,6/4/10,14.7,1.03674285,0.1734,0.0414,0.0688,1.7659,0.001,0.0318,0.0248,0.0043,0.0043,3.00E-04,0,0.074,0.004,0.0031,0.0122,0.0018,0,0,0.0099,0.0061
4539,6/5/10,16.5,0.65483993,0.2516,0.0525,0.0666,2.1101,0.002,0.0424,0.0246,0.0033,4.00E-04,0.001,0,0.0543,9.00E-04,0.003,0.0048,0.0011,0.0019,0,0,0.0098
4540,6/6/10,7.1,0.45380821,0.1053,0.036,0.0346,0.5241,0.0026,0.0213,0.0212,0.0017,7.00E-04,0,0,0.03,4.00E-04,0.0036,0.0042,0.001,0,0,0,0.0037
4541,6/7/10,4.9,0.31298934,0.0501,0.0453,0.0592,0.1242,0.0057,0.0215,0.0335,0.0039,1.00E-04,8.00E-04,0,0.0461,7.00E-04,7.00E-04,0.0032,4.00E-04,0,0,0,0.0047
4542,6/8/10,3.3,0.33655576,0.059,0.0551,0.0805,0.1252,0.0027,0.0175,0.0468,0.0024,0,0,0,0.0461,0.0012,5.00E-04,5.00E-04,0,0,0,0.01,0
4543,6/9/10,3.9,0.44388798,0.0419,0.0349,0.0636,0.2188,0.0029,0.0185,0.027,0.0024,5.00E-04,0,0,0.0394,0,0.0015,0.0033,0,0,0,0.0035,5.00E-04
4544,6/10/10,3.3,0.6259761,0.0786,0.0304,0.0301,0.3052,0.0017,0.0086,0.0242,0.0021,0.0026,0,0,0.0455,0,0.0047,0.0292,0,0,0,0.0038,0.002
4545,6/11/10,6.9,0.62454448,0.0234,0.0252,0.048,0.7356,0.0017,0.02,0.0205,0.0044,0.0017,3.00E-04,0,0.055,0.0011,0.0021,0.0064,0.0016,0,0,0.0083,0.0022
4546,6/12/10,8.6,0.5882843,0.0597,0.0225,0.0321,0.8546,0.0069,0.0186,0.0181,0.0026,0.0014,0,0,0.0398,5.00E-04,0.003,0.0049,0,0,0,0.0033,5.00E-04
4547,6/13/10,3.7,0.37946249,0.1058,0.0187,0.0172,0.5028,9.00E-04,0.009,0.0161,0.0019,0.0019,0,0,0.0244,7.00E-04,0.0022,0.0024,0,0,0,0.0065,0.0043
4548,6/14/10,7.6,0.83389242,0.0699,0.0231,0.0713,0.6848,0.0022,0.0217,0.04,0.0043,8.00E-04,3.00E-04,0,0.0561,9.00E-04,0.0023,0.0034,6.00E-04,0,0.0018,0.0066,0.0021
4549,6/15/10,11.3,1.03534195,0.0887,0.0508,0.1327,0.4945,0.0026,0.0492,0.048,0.0079,0.0036,0.0026,0,0.1316,6.00E-04,0.0085,0.0068,0.0012,0,0.0015,0.0063,0.003
4550,6/16/10,9.8,1.0548622,0.1368,0.0653,0.1056,0.6746,0.0018,0.0412,0.033,0.0058,0.001,9.00E-04,4.00E-04,0.0695,0,0.0024,0.0052,7.00E-04,0,0,0.003,0.0018
4551,6/17/10,7,0.55855881,0.062,0.0376,0.0707,0.232,0.0011,0.0385,0.0275,0.0033,5.00E-04,6.00E-04,0,0.046,0,0.0016,0.0023,0,0,0,0,0.0033
4552,6/18/10,17.8,0.96465478,0.0215,0.0625,0.1322,0.3633,0.005,0.1077,0.0315,0.0044,0,4.00E-04,0,0.0706,0,0.0022,0.0071,0,0,8.00E-04,0.012,0.0043
4553,6/19/10,9.5,0.6008853,0.1144,0.0451,0.061,0.7004,0.0015,0.0461,0.0167,0.0022,7.00E-04,7.00E-04,0.0023,0.0327,4.00E-04,0.0025,0.0057,0.0014,0,0,0,0.0061
4554,6/20/10,14.5,0.47662679,0.1928,0.0363,0.0557,1.5404,0.0015,0.0351,0.0196,0.0041,0.001,5.00E-04,0,0.0448,8.00E-04,0.0026,0.0046,6.00E-04,7.00E-04,0,0.008,0.008
4555,6/21/10,7.1,0.72271885,0.0411,0.0576,0.0947,0.3703,0.0049,0.0393,0.036,0.0028,0.0011,6.00E-04,0,0.0665,0,0.0062,0.0051,0,0,0,0,0.0023
4556,6/22/10,12.6,1.21464414,0.1317,0.0695,0.094,1.1085,0.0029,0.0371,0.0469,0.0061,0.0061,0.001,0,0.1018,0.0018,0.0051,0.0078,0,0,0.0029,0.0111,0.0054
4557,6/23/10,7.2,0.62431319,0.0513,0.0332,0.0503,0.6747,6.00E-04,0.0232,0.0228,0.0031,7.00E-04,7.00E-04,0,0.0445,0,0,0.0054,0.001,0,0,0.0138,0.0061
4558,6/24/10,10,0.80705073,0.127,0.0637,0.0737,1.138,0.0025,0.0341,0.0321,0.0045,4.00E-04,4.00E-04,0,0.0549,0,0.004,0.0489,0,2.00E-04,0,0.0119,0.0032
4559,6/25/10,8.8,0.54902697,0.0751,0.0291,0.0656,0.3286,0.0021,0.0499,0.0228,0.0029,0.0012,2.00E-04,0,0.0498,0.0011,0.0048,0.0067,0.0017,0,3.00E-04,0,0.0022
4560,6/26/10,15.4,0.76349834,0.0582,0.0351,0.0469,0.5483,0.0021,0.127,0.0188,0.0039,0,4.00E-04,0,0.0365,0,0.0047,0.0105,0,0,0.0024,0.0154,0.0094
4561,6/27/10,23.3,1.30923826,0.2746,0.0375,0.0521,2.1778,0.0034,0.1271,0.0282,0.0049,0.003,0.0017,1.00E-04,0.0676,0.0013,0.0067,0.0101,0.0012,0,0.0024,0.0051,0.0053
4562,6/28/10,15.1,0.85541954,0.2954,0.0416,0.0505,1.9472,0.0011,0.0358,0.0233,0.0035,9.00E-04,0.0011,0.0015,0.0434,0,0.002,0.006,0.002,0,8.00E-04,0.0208,0.0066
4563,6/29/10,5.3,0.51893712,0.0159,0.0315,0.058,0.476,0.0027,0.0209,0.0303,0.0032,0,0,0,0.0362,0,0.0016,0.0026,4.00E-04,0,0,0.0024,0.0037
4564,6/30/10,3.8,0.31385069,0.035,0.035,0.0597,0.1851,4.00E-04,0.0168,0.0259,0.0025,0,6.00E-04,0,0.0363,9.00E-04,0.0024,0.002,8.00E-04,0,0,0.0011,0.0028
4565,7/1/10,2.6,0.40096735,0.0369,0.0267,0.0466,0.0902,0.0063,0.017,0.0287,0.0025,0,4.00E-04,0,0.0351,6.00E-04,0.0027,0.0029,3.00E-04,0,0,0.0078,0
4566,7/2/10,6.7,0.49587989,0.056,0.0439,0.0882,0.4289,0.0014,0.1568,0.0206,0.0055,0.001,4.00E-04,0,0.0555,0.0013,0.0055,0.0056,0.0011,0,0.0019,0.0179,0.006
4567,7/3/10,8.1,0.61277674,0.1108,0.0679,0.0808,0.3718,0.003,0.3169,0.0293,0.0084,5.00E-04,7.00E-04,3.00E-04,0.0506,0,0.0122,0.0054,9.00E-04,0,7.00E-04,0.0521,0.007
4568,7/4/10,13.3,0.61484622,0.1792,0.0623,0.0609,1.511,0.0027,0.2414,0.0362,0.0073,2.00E-04,7.00E-04,0,0.0567,0,0.0102,0.0154,0,6.00E-04,0,0.0108,0.0066
4569,7/5/10,20.4,0.81202412,0.2325,0.086,0.1064,2.4071,0.0014,0.2447,0.0428,0.0089,0.0015,6.00E-04,0,0.0772,0,0.0066,0.0078,0.0028,0,0.0013,0.0277,0.0077
4570,7/6/10,21.8,1.26004616,0.3009,0.1769,0.2781,2.1027,0.002,0.2001,0.0641,0.0143,0.003,5.00E-04,7.00E-04,0.1669,0.002,0.0105,0.0095,0,0,0.0033,0.0156,0.0085
4571,7/7/10,21.4,2.09584891,0.2812,0.1168,0.1345,2.783,0.0041,0.1807,0.047,0.0093,0.0033,6.00E-04,0,0.0936,5.00E-04,0.0102,0.009,0,0,2.00E-04,0.003,0.0055
4572,7/8/10,7.5,0.5149082,0.2085,0.0348,0.067,0.8949,0.0043,0.0542,0.0331,0.003,4.00E-04,6.00E-04,0,0.0385,0,0.0014,0.0023,0.0011,0,0,0.0128,0.0055
4573,7/9/10,3.9,0.37232303,0.1521,0.0588,0.106,0.3509,0.0234,0.0236,0.0238,0.0035,0,3.00E-04,0,0.0479,2.00E-04,1.00E-04,8.00E-04,0,0,4.00E-04,0.0048,0.0026
4574,7/10/10,5.3,0.26242658,0.0541,0.0148,0.0569,0.389,0.0017,0.0279,0.0139,0.0013,0,0.0011,0,0.0311,0,0.0031,0.0029,9.00E-04,0,0.0025,0.0041,0.0038
4575,7/11/10,6.6,0.41964824,0.1081,0.0279,0.0292,0.712,1.00E-04,0.0305,0.0126,0.0039,0.001,0,0,0.0406,0,0,0.0024,0,0,0.0017,0,0.0036
4576,7/12/10,11.7,0.95662455,0.1363,0.0276,0.0626,1.4718,0.0017,0.0349,0.0307,0.0029,0.0028,6.00E-04,0,0.0616,0.0019,0.0035,0.0053,0.0024,0,0.0028,0.0023,5.00E-04
4577,7/13/10,8.5,0.49469,0.1784,0.0686,0.1061,1.154,0.0019,0.0277,0.0309,0.0042,0.0015,1.00E-04,0,0.0594,0,0.0034,0.0019,0,0,0.0026,0.0071,0.0042
4578,7/14/10,5.1,0.82410228,0.0826,0.0219,0.0293,0.6324,3.00E-04,0.01,0.0203,0.0018,6.00E-04,3.00E-04,0,0.0453,0,0.0012,0.0039,3.00E-04,0.0013,0,0,0.0058
4579,7/15/10,6,0.64780767,0.0791,0.024,0.0369,0.8744,0,0.0131,0.0175,7.00E-04,0.0027,0,0,0.0486,0.0011,0.0027,0.0018,0,0,0.0012,0.0052,0.0011
4580,7/16/10,17,0.62620847,0.3496,0.0524,0.0743,2.5288,0.0032,0.0315,0.0211,0.0042,0.0013,4.00E-04,0.001,0.0515,0.0012,0.0057,0.0052,0.0014,0,5.00E-04,0.0047,0.0025
4581,7/17/10,15.5,0.71109969,0.1379,0.0512,0.0779,1.2927,0.0027,0.0721,0.0299,0.002,4.00E-04,3.00E-04,8.00E-04,0.0469,0,0.0038,0.0051,0,0,0.0017,0,0.0077
4582,7/18/10,6.8,0.3612773,0.1911,0.0219,0.0585,0.5328,0.0022,0.0311,0.0223,0.0032,2.00E-04,0,0,0.0376,0,0.0046,0.0017,8.00E-04,0,0,0.0078,0.0056
4583,7/19/10,9,0.60737466,0.1034,0.0595,0.0892,0.9684,0.0024,0.0284,0.0332,0.0044,2.00E-04,0,0,0.0634,1.00E-04,0.0021,0.0062,0,0,3.00E-04,0,0.0049
4584,7/20/10,10.4,0.91896208,0.0604,0.0516,0.1012,0.7258,0.0031,0.0405,0.0535,0.0049,0.0019,0.0016,0,0.0926,0,0.0031,0.0068,0,0,0,0.0172,0.0067
4585,7/21/10,11.9,0.98062623,0.1303,0.0483,0.0772,1.4472,0.0032,0.0273,0.0326,0.0044,0.001,6.00E-04,0.0025,0.0631,5.00E-04,0.001,0.0065,0.0014,0,0,0.0221,0.0028
4586,7/22/10,4.4,0.33525514,0.1134,0.0258,0.0544,0.1819,0.0027,0.021,0.0311,0.0019,0,3.00E-04,0,0.0498,0,0.0066,0.0092,0.0018,0,0,0,0.0025
4587,7/23/10,11.8,0.80564596,0.0817,0.0382,0.0582,0.8003,0.0024,0.032,0.0267,0.0048,0.0025,0,0,0.0689,4.00E-04,0.0023,0.004,4.00E-04,0,0,0.0087,0.0061
4588,7/24/10,12,1.21185583,0.2026,0.0801,0.0915,1.6052,0.0012,0.038,0.0228,0.0045,0.0043,0.0033,0.0015,0.0939,0.0021,0.0058,0.0077,8.00E-04,0,0.0018,0.0074,0.0051
4589,7/25/10,4.5,0.29734722,0.0458,0.0247,0.0448,0.2552,0.0035,0.0203,0.0213,0.0021,5.00E-04,1.00E-04,0,0.0285,4.00E-04,0.0028,0.0012,0,0,1.00E-04,0.0249,0.0066
4590,7/26/10,4.9,0.32484826,0.0689,0.0404,0.0499,0.131,0.0083,0.0254,0.037,0.0031,2.00E-04,9.00E-04,0,0.046,0,0.0019,0.0013,0.0016,0,0,0.0089,7.00E-04
4591,7/27/10,8.7,0.51864861,0.0521,0.0364,0.0851,0.2031,0.0033,0.032,0.0327,0.004,0,7.00E-04,0,0.0639,0,0.0044,0.0065,7.00E-04,0,0.0014,0.0045,0.0043
4592,7/28/10,13.7,0.74362449,0.2178,0.0334,0.0315,1.5167,0.002,0.0288,0.0174,0.0027,0.0012,1.00E-04,0,0.0347,5.00E-04,0.003,0.0055,0,0,0.0019,0.0092,0.0013
4593,7/29/10,8.5,0.63025941,0.1226,0.0263,0.0408,0.6755,0.0019,0.0304,0.0198,0.0025,2.00E-04,1.00E-04,0,0.0369,4.00E-04,0.001,0.0051,8.00E-04,0,1.00E-04,0.0064,0.0032
4594,7/30/10,6.3,0.62658007,0.0456,0.0228,0.0422,0.3813,0.0012,0.0279,0.0181,0.002,3.00E-04,4.00E-04,0.0011,0.0439,4.00E-04,0.0019,0.0071,7.00E-04,0,8.00E-04,0.0062,0.0032
4595,7/31/10,5.6,0.55899704,0.0874,0.0265,0.036,0.3297,0.0014,0.0405,0.0147,0.0023,0.0019,1.00E-04,0,0.0325,0.0015,0.0023,0.0054,0,0,0.0022,0.0076,0.0037
4596,8/1/10,4.5,,0.0685,0.0229,0.0305,0.2457,0.0012,0.0223,0.0117,0.0023,0.001,0,0,0.0284,5.00E-04,0.0038,0.0041,0,0,0.0024,0.0013,9.00E-04
4597,8/2/10,7.2,,0.0964,0.036,0.0293,0.6111,0.0012,0.0232,0.0096,0.0013,8.00E-04,2.00E-04,0,0.0309,6.00E-04,0.0029,0.0045,0,0,7.00E-04,0.0049,0.0031
4598,8/3/10,6.5,,0.1179,0.0297,0.0215,0.7753,0.0011,0.0154,0.0106,0.0013,0.0013,5.00E-04,0,0.0184,3.00E-04,0.001,0.0028,8.00E-04,0,0.0012,0,4.00E-04
4599,8/4/10,19.2,,0.376,0.0723,0.0635,2.9625,0.002,0.0372,0.0268,0.0021,0.0022,7.00E-04,0,0.0495,8.00E-04,0.0016,0.005,0,0,0.005,0,0.008
4600,8/5/10,13.6,,0.1619,0.0403,0.0357,1.6532,0.0019,0.0255,0.0149,0.002,8.00E-04,6.00E-04,0,0.0381,5.00E-04,0.0019,0.0045,0,0,2.00E-04,0.0144,0.0053
