ent,Date,pm25,bc,Sodium,Al,Si,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Br,Ba,Pb
4342,11/20/09,5,0.54122674,0.0835,0.0269,0.0324,0.6912,7.00E-04,0.0185,0.0116,0.0021,5.00E-04,3.00E-04,0,0.0312,1.00E-04,4.00E-04,0.003,0.0011,0,0,0,0.0041
4343,11/21/09,9.5,0.63834075,0.1066,0.0509,0.0828,1.1015,0.0018,0.0507,0.0251,0.0022,3.00E-04,0,0,0.0613,0.0229,0,0.0067,0,0,0.0025,0.0051,0.0038
4344,11/22/09,,0.60401365,,,,,,,,,,,,,,,,,,,,
4345,11/23/09,7,0.6631183,0.7584,0.0205,0.017,0.7031,0.3288,0.0364,0.032,9.00E-04,0.0019,9.00E-04,0.0011,0.032,5.00E-04,0.0045,0.0096,0.0022,0,0.0014,0.0044,5.00E-04
4346,11/24/09,5.4,0.46059464,0.2495,0.021,0.0267,0.4916,0.005,0.0314,0.0178,3.00E-04,4.00E-04,0,0,0.0247,5.00E-04,2.00E-04,0.0065,9.00E-04,0,0,0.0054,0.0045
4347,11/25/09,6,0.83682485,0.1109,0.0163,0.0199,0.5216,0.001,0.0199,0.0159,0.0021,6.00E-04,4.00E-04,0.0015,0.0398,6.00E-04,0.0061,0.0078,9.00E-04,0.002,0.002,0,0.0092
4348,11/26/09,6,0.69223426,0.0579,0.0044,0.016,0.4285,0.0014,0.0145,0.0066,0.0016,0.0013,4.00E-04,0,0.0245,4.00E-04,0.0023,0.0043,0,0,0,0.0012,0.0035
4349,11/27/09,1.8,0.28603854,0.0387,0.0167,0.0083,0.1489,3.00E-04,0.0079,0.0079,4.00E-04,0,3.00E-04,0,0.0129,9.00E-04,0.0012,0.0019,0,0,0,0.0068,0.0068
4350,11/28/09,2.7,0.15134487,0.068,0.0198,0.0282,0.3116,7.00E-04,0.0162,0.0106,3.00E-04,1.00E-04,0,0,0.0152,0,0.0021,0.0026,5.00E-04,0,0,0.0231,0.0037
4351,11/29/09,10,0.53220995,0.235,0.0511,0.0471,0.9005,0.0047,0.0535,0.0208,0.0031,0.0013,6.00E-04,0,0.0537,0.001,0.005,0.0075,0.0012,0,0,0,0.0093
4352,11/30/09,4.4,0.83684495,0.0798,0.0191,0.0357,0.383,0.0011,0.0239,0.015,0.0011,8.00E-04,0,0,0.0266,4.00E-04,0.0035,0.0062,0,0,1.00E-04,0.0192,0.005
4353,12/1/09,6.8,0.43522458,0.0689,0.0258,0.0363,0.5429,0.0019,0.0385,0.0138,0.0021,7.00E-04,5.00E-04,0,0.0497,0,0.0039,0.0103,7.00E-04,0.0021,4.00E-04,0,0.0039
4354,12/2/09,7,1.00599815,0.2108,0.0366,0.0577,0.6668,0.0039,0.0342,0.0214,0.0022,0.002,0,0,0.0511,4.00E-04,0,0.0079,0.0013,0,4.00E-04,0.0023,0.0026
4355,12/3/09,3.2,0.24060785,0.1444,0.0298,0.0283,0.484,0.0086,0.0119,0.0124,0.001,1.00E-04,0,0,0.0235,5.00E-04,0.0024,0.0031,0,0,0,0,0.0032
4356,12/4/09,,0.87249585,,,,,,,,,,,,,,,,,,,,
4357,12/5/09,,0.63716146,,,,,,,,,,,,,,,,,,,,
4358,12/6/09,,0.58334779,,,,,,,,,,,,,,,,,,,,
4359,12/7/09,,1.21522833,,,,,,,,,,,,,,,,,,,,
4360,12/8/09,17.1,0.99238901,0.1925,0.084,0.0889,1.3668,0.0159,0.0772,0.0353,0.0061,0.0014,0.0013,0,0.1158,7.00E-04,0.0079,0.0225,8.00E-04,0,0.0026,0.007,0.0091
4361,12/9/09,10.4,0.66811904,0.1962,0.0445,0.0568,0.9244,0.0056,0.0452,0.0225,0.0027,4.00E-04,0.001,0,0.0522,4.00E-04,0.0038,0.0131,0,0,0.0013,0.0086,0.0037
4362,12/10/09,5.3,0.41363604,0.171,0.0181,0.0163,0.3912,0.0056,0.0245,0.0115,0.0012,9.00E-04,0,0,0.0246,0.0012,0.001,0.0062,0,0,2.00E-04,0,0.0072
4363,12/11/09,4.5,0.28588382,0.0875,0.039,0.0543,0.57,0.002,0.0201,0.0175,0.0012,4.00E-04,2.00E-04,0,0.0243,5.00E-04,0,0.0042,0.0011,0,0,0.0193,5.00E-04
4364,12/12/09,,0.4895662,,,,,,,,,,,,,,,,,,,,
4365,12/13/09,8.8,0.79013888,0.1046,0.0266,0.0385,0.5229,0.0081,0.053,0.0196,0.0014,8.00E-04,0,0,0.035,2.00E-04,0,0.0117,9.00E-04,0,0.0019,0,0.0065
4366,12/14/09,9.5,0.6833014,0.1335,0.0283,0.0258,0.9264,0.0052,0.044,0.0223,0.0017,0.0012,3.00E-04,0,0.0583,0.0011,0.0016,0.0103,0,0.0014,0.0028,0.0031,0.0071
4367,12/15/09,7.2,1.08813993,0.1395,0.0206,0.0348,0.777,0.0074,0.0267,0.0189,0.0015,0.001,7.00E-04,0,0.0362,9.00E-04,0.0027,0.0076,3.00E-04,0.0018,0.002,0,0.0022
4368,12/16/09,2.6,0.27508122,0.0663,0.0168,0.0286,0.2141,0.0188,0.0166,0.0165,0.0016,3.00E-04,7.00E-04,0,0.0277,0,0,0.003,0,0,0,0.0015,0.005
4369,12/17/09,3.1,0.1872566,0.249,0.0337,0.0504,0.1955,0.0975,0.0276,0.0287,0.002,7.00E-04,1.00E-04,6.00E-04,0.0283,1.00E-04,0.0039,0.0066,0,0,0,0,0.0061
4370,12/18/09,4.1,0.30383841,0.0473,0.0252,0.0367,0.2351,0.0121,0.0331,0.0232,0.0019,0.001,0,0,0.0399,0.0024,8.00E-04,0.0071,0,0,0,0,0.0042
4371,12/19/09,6.7,0.86714845,0.1992,0.0438,0.073,0.3407,0.0047,0.0545,0.0262,0.0051,5.00E-04,3.00E-04,7.00E-04,0.0532,0.0026,0.0043,0.0134,0.0012,0,0.0018,0.0217,0.01
4372,12/20/09,3.5,0.50172283,0.0977,0.0187,0.0121,0.1982,0.0077,0.0241,0.0117,0.0017,4.00E-04,0,0,0.0132,3.00E-04,0.0015,0.0021,0,0,0.0011,0.0011,0.0041
4373,12/21/09,3.5,0.32599113,0.1316,0.0229,0.0274,0.3083,0.0597,0.0208,0.0174,0.0015,3.00E-04,6.00E-04,0,0.0228,4.00E-04,0.0028,0.0021,0,0,0.001,0.0195,0.0018
4374,12/22/09,4.1,0.45704862,0.2605,0.0383,0.0526,0.309,0.099,0.0316,0.022,0.0024,2.00E-04,0,4.00E-04,0.0342,0.0016,0.0026,0.0201,0,0,6.00E-04,0.0042,0.0085
4375,12/23/09,3.9,0.46046466,0.1238,0.0148,0.0184,0.2008,0.0406,0.0279,0.0161,6.00E-04,2.00E-04,0,0,0.0245,0,0.0034,0.0041,0,0,0,0,0.0026
4376,12/24/09,14.3,1.24080735,0.1726,0.0411,0.0397,0.889,0.014,0.1078,0.0162,0.0019,7.00E-04,0,0,0.0601,0.0017,0.0074,0.0179,0.0011,2.00E-04,0.0022,0.0011,0.0056
4377,12/25/09,8.3,0.92254105,0.1328,0.0135,0.0143,0.673,0.0033,0.0516,0.01,7.00E-04,0.002,1.00E-04,0,0.0221,0.001,7.00E-04,0.0065,3.00E-04,0,0.001,0.0106,0.0093
4378,12/26/09,4.1,0.32752771,0.8064,0.0214,0.0145,0.3362,0.7845,0.0257,0.0288,5.00E-04,8.00E-04,0,0,0.0139,8.00E-04,0.0017,0,0,0,0.0021,0.0133,0.0027
4379,12/27/09,6.3,0.28084383,0.1222,0.0259,0.0456,0.5221,0.004,0.0414,0.0115,0.0021,7.00E-04,3.00E-04,0,0.0356,2.00E-04,0.0042,0.0046,1.00E-04,0,3.00E-04,0.013,8.00E-04
4380,12/28/09,6.1,0.78962326,0.1588,0.0148,0.0314,0.5376,0.005,0.031,0.0205,0.0017,6.00E-04,0,0,0.0381,0.0018,6.00E-04,0.0086,0.0018,0,0,0.002,0.0012
4381,12/29/09,5.5,0.22731011,1.1551,0.0462,0.0576,0.2566,1.0652,0.0501,0.0542,0.0117,0.001,0,0,0.0329,0,0,0.0016,6.00E-04,0,0.0013,0.0032,0.0059
4382,12/30/09,9.3,0.643744,0.1795,0.0448,0.0569,0.4424,0.0097,0.0764,0.0289,0.0037,8.00E-04,9.00E-04,0,0.0829,0.001,0,0.0168,0,0,0,0.0155,0.0054
4383,12/31/09,13.7,1.52595457,0.1997,0.0263,0.0351,1.1428,0.0191,0.1627,0.0183,0.0037,0.0018,3.00E-04,0,0.0497,0.0043,0.0035,0.0295,0.0017,0,0.0069,0.005,0.009
4384,1/1/10,12.8,1.30552042,0.063,0.0248,0.0252,1.0109,0.0068,0.0936,0.0132,0.0019,0.0017,2.00E-04,7.00E-04,0.0285,0.0038,0,0.0134,0.0024,0,0.0057,9.00E-04,0.0061
4385,1/2/10,4.8,0.45703464,0.1127,0.0208,0.0548,0.4659,0.0102,0.0384,0.0184,0.0029,6.00E-04,1.00E-04,0,0.0245,3.00E-04,0.0023,0.0064,0,0,0.0012,0.0065,0.0024
4386,1/3/10,3.3,0.41127963,0.1071,0.0152,0.0109,0.2198,0.0023,0.0218,0.0091,0,0,0,0,0.013,0,0.0034,0.002,7.00E-04,0,0,0.0023,0.004
4387,1/4/10,3.1,0.36038935,0.0609,0.0167,0.0151,0.199,0.0211,0.0209,0.0132,0.001,3.00E-04,0,0,0.022,7.00E-04,0.0021,0.0044,7.00E-04,0,0,0.0101,0.0021
4388,1/5/10,3.3,0.48701304,0.0655,0.0168,0.0283,0.2057,0.0478,0.0294,0.0167,9.00E-04,0.0011,6.00E-04,0,0.024,9.00E-04,0,0.0051,5.00E-04,0,0,0.0048,0.0025
4389,1/6/10,3.1,0.5067229,0.0692,0.0162,0.0146,0.1741,0.0553,0.0241,0.0151,8.00E-04,0,0,0,0.0257,0,0.0014,0.0057,0,0,0,0.0029,0
4390,1/7/10,4.6,0.37542147,0.0536,0.018,0.0342,0.2634,0.0166,0.0315,0.0208,0.0018,0,0,0,0.0399,4.00E-04,0.0033,0.0061,7.00E-04,0,0,0.0269,0.0018
4391,1/8/10,5.2,0.55804115,0.1592,0.0219,0.0196,0.3146,0.0047,0.0286,0.0198,0.0023,8.00E-04,0,0,0.0246,7.00E-04,0.0019,0.0083,0.0013,0,7.00E-04,0.0282,0.001
4392,1/9/10,4.2,0.25893333,0.2808,0.0274,0.0283,0.2337,0.2159,0.0285,0.0196,0.0031,0.0011,0,0,0.0225,2.00E-04,0.0014,0.0067,0,0,0,0.0012,0.0091
4393,1/10/10,8.1,0.38715543,0.1476,0.0346,0.0472,0.4286,0.0154,0.0561,0.0215,0.0017,0.0015,1.00E-04,0,0.0343,0.0023,0.0067,0.0121,0,0,0,0,0.0048
4394,1/11/10,13.1,0.72565156,0.1897,0.0251,0.0357,1.1535,0.0182,0.0668,0.0258,0.0054,0,8.00E-04,0,0.0522,4.00E-04,0.005,0.01,4.00E-04,0,0.0041,8.00E-04,0.0024
4395,1/12/10,7,0.41860109,0.1258,0.0159,0.0417,0.4811,0.0473,0.036,0.0299,0.0017,0.0013,0,0,0.0399,0,0,0.0046,0,0,8.00E-04,0.004,7.00E-04
4396,1/13/10,8.7,0.54111979,0.1824,0.0235,0.0562,0.6219,0.0179,0.0592,0.0249,0.0031,5.00E-04,0,0,0.0498,4.00E-04,0.0035,0.0132,0,0,1.00E-04,0.0111,0.0016
4397,1/14/10,17.2,1.06033599,0.132,0.0403,0.0609,1.0663,0.0698,0.0662,0.0353,0.0035,0.0011,0.001,0,0.0915,0.0027,0.0061,0.0185,4.00E-04,0,0.002,0.01,0.0053
4398,1/15/10,12.4,1.01177956,0.087,0.0331,0.0376,1.1365,0.0152,0.0552,0.0245,0.0022,4.00E-04,5.00E-04,0,0.0508,0.0016,0.0041,0.0167,9.00E-04,0,5.00E-04,0.0126,0.009
4399,1/16/10,12.5,0.47474988,0.2099,0.0255,0.0347,1.3487,0.0126,0.0627,0.0217,0.0026,0.001,0,0,0.0552,0.0014,0.0043,0.0122,0,0,0.001,0,0.0046
4400,1/17/10,4.9,0.64529604,0.2829,0.0156,0.0116,0.4556,0.0538,0.0199,0.0151,0.0017,0.0014,0,0,0.029,7.00E-04,0.0031,0.0039,3.00E-04,0,0,4.00E-04,0.0043
4401,1/18/10,8,0.37696772,0.2386,0.0152,0.0117,0.4974,0.008,0.0435,0.0177,0.0015,2.00E-04,2.00E-04,6.00E-04,0.0232,0.0015,0.0039,0.0081,6.00E-04,0,2.00E-04,0.0029,0.0013
4402,1/19/10,14.5,1.63732749,0.1583,0.0057,0.026,0.8632,0.0186,0.0589,0.0203,9.00E-04,0.0025,8.00E-04,0,0.0536,0.002,2.00E-04,0.0152,5.00E-04,0,0.0032,0,0.0031
4403,1/20/10,7.3,0.7115294,0.0484,0.0148,0.0166,0.6256,0.0024,0.0347,0.0112,0.0021,6.00E-04,3.00E-04,0,0.0295,0,0.0024,0.0068,0,0,0,0,0.0024
4404,1/21/10,7.8,0.54459082,0.1389,0.0233,0.0321,0.5994,0.0195,0.0497,0.0206,0.0016,0.0012,4.00E-04,0,0.0584,0.0016,0.0036,0.011,0.001,0,0,0.0205,0.0057
4405,1/22/10,7.1,0.8876924,0.25,0.0142,0.0369,0.4248,0.0226,0.0508,0.0249,0.0037,0.001,1.00E-04,0,0.0629,0.0014,0.0024,0.0085,0,0,0.0018,0.0125,0.0059
4406,1/23/10,16.3,0.8271148,0.2039,0.0412,0.0882,0.6313,0.0388,0.1179,0.0329,0.0063,0.0023,3.00E-04,0,0.1008,9.00E-04,0.0023,0.021,0,0,4.00E-04,0.0055,0.0099
4407,1/24/10,7.5,1.19685923,0.2579,0.0175,0.0238,0.2687,0.1198,0.0472,0.0171,0.0019,0.0017,8.00E-04,0,0.0381,6.00E-04,4.00E-04,0.0064,0,0,7.00E-04,0.0021,0.0049
4408,1/25/10,3.6,0.48087916,0.2386,0.0072,0.0147,0.3171,0.1477,0.0164,0.0131,0.0012,4.00E-04,4.00E-04,0,0.0187,0.0014,6.00E-04,0.0011,0,0,1.00E-04,0,0.0012
4409,1/26/10,6.2,0.39576007,0.0329,0.0287,0.0387,0.5685,0.0016,0.0275,0.0174,0.0024,5.00E-04,0,0,0.0414,0.0015,3.00E-04,0.0055,5.00E-04,0,0,0.0017,0.002
4410,1/27/10,9,0.49373445,0.1346,0.0305,0.0464,0.7983,0.0043,0.0496,0.0169,0.0032,3.00E-04,0,0,0.0619,0,0.0025,0.0089,0,0,0,0.0088,9.00E-04
4411,1/28/10,7.2,0.71988139,0.1542,0.0204,0.0382,0.6411,0.0518,0.0276,0.0242,0.0019,7.00E-04,3.00E-04,0,0.0355,3.00E-04,3.00E-04,0.0083,0.0017,0,0,0.0121,0.0037
4412,1/29/10,3.5,0.19385763,0.2245,0.0203,0.0404,0.2231,0.3187,0.0228,0.02,8.00E-04,3.00E-04,1.00E-04,0,0.0242,0,0.0024,3.00E-04,9.00E-04,0,0,0,0
4413,1/30/10,5.6,0.30999987,0.1909,0.0183,0.0415,0.3539,0.0416,0.0603,0.0204,0.0015,0.0011,5.00E-04,0.0013,0.0274,0.0012,0,0.0063,6.00E-04,0,0,0.0159,0.0043
4414,1/31/10,6.3,0.340152,0.1377,0.0331,0.038,0.455,0.0091,0.0511,0.0135,0.0015,6.00E-04,6.00E-04,0,0.0304,5.00E-04,0.0049,0.0072,9.00E-04,0,0,0.0212,0.0083
4415,2/1/10,6.1,0.43000797,0.1308,0.0201,0.0552,0.5445,0.0186,0.043,0.0262,0.0019,4.00E-04,4.00E-04,0,0.0457,0.0011,0.0024,0.0096,0,0,0,0,0.0017
4416,2/2/10,12,0.69018602,0.1331,0.0328,0.0551,0.6349,0.0099,0.0576,0.0237,0.0021,0.0011,6.00E-04,0,0.0551,0.001,0.0026,0.0104,0,0,0,0.0113,2.00E-04
4417,2/3/10,23.5,0.94858667,0.1901,0.0353,0.0454,1.2691,0.0129,0.0687,0.0242,0.0035,0.0014,0,0.0023,0.0444,5.00E-04,0.0041,0.0136,6.00E-04,0,0.0013,0,0.0054
4418,2/4/10,5,0.4631401,0.2358,0.0411,0.06,0.3614,0.1229,0.038,0.0257,0.0024,9.00E-04,4.00E-04,0,0.0411,6.00E-04,0.0019,0.0121,0,0,0,0.0135,0.0048
4419,2/5/10,5.4,0.43675193,0.2135,0.04,0.059,0.5028,0.0256,0.0396,0.024,0.0042,5.00E-04,7.00E-04,0,0.0385,7.00E-04,0.0016,0.0049,0,0,4.00E-04,0,0.0051
4420,2/6/10,4.6,0.35462592,0.1426,0.0317,0.0497,0.2421,0.0098,0.0403,0.0199,0.0029,6.00E-04,7.00E-04,0,0.0268,0.001,0.0055,0.0085,8.00E-04,0,0,0.0018,0.003
4421,2/7/10,2.8,0.23821444,0.1136,0.0173,0.0191,0.1701,0.0124,0.0247,0.0156,0.0022,4.00E-04,2.00E-04,0,0.0174,0,0.0025,0.0026,0,0,1.00E-04,0.0159,0.0044
4422,2/8/10,3.4,0.2450809,0.1274,0.0351,0.0459,0.1892,0.0272,0.0261,0.0231,0.0018,9.00E-04,4.00E-04,0,0.0255,0,0.0013,0.0028,0,0,0,0,0.0011
4423,2/9/10,8.5,0.56751512,0.0435,0.0487,0.0827,0.332,0.0148,0.0648,0.0385,0.0053,0.002,2.00E-04,4.00E-04,0.1603,0.0016,0.0066,0.0119,8.00E-04,0,1.00E-04,0.019,0.0066
4424,2/10/10,4.3,1.09880621,0.1547,0.0318,0.0374,0.2359,0.0236,0.0341,0.0163,0.0011,4.00E-04,1.00E-04,0,0.0395,0.0012,2.00E-04,0.0076,4.00E-04,0,9.00E-04,0.004,0.0041
4425,2/11/10,3.8,0.31183296,0.1595,0.0305,0.0347,0.2069,0.1907,0.0245,0.0165,0.001,4.00E-04,4.00E-04,7.00E-04,0.037,0.0025,0.0025,0.0041,0.0018,0,0,0.0369,0.0035
4426,2/12/10,3.8,0.36850495,0.2016,0.0237,0.0534,0.207,0.073,0.0353,0.0233,0.0016,0.0015,4.00E-04,0,0.0365,0.001,2.00E-04,0.0071,0.002,0,0,0.0201,0.0034
4427,2/13/10,3.8,0.31567351,0.0403,0.0291,0.047,0.2133,0.0406,0.037,0.0216,0.0016,0,0,0,0.0274,3.00E-04,0,0.0037,0.001,0,0,0,0.0027
4428,2/14/10,1.9,0.19246181,0.0357,0.0052,0.0198,0.219,0.0152,0.0142,0.0118,0.0017,4.00E-04,2.00E-04,0,0.0125,6.00E-04,0,0.0033,0,0,0,0,8.00E-04
4429,2/15/10,11.7,0.4530822,0.1116,0.0247,0.027,0.7739,0.0122,0.0455,0.0173,0.0026,9.00E-04,0,0,0.0549,0.0015,0.0019,0.008,8.00E-04,0,1.00E-04,0,0.0055
4430,2/16/10,7.1,1.24282702,0.1036,0.0268,0.0121,0.6639,0.0029,0.0322,0.012,8.00E-04,0.001,5.00E-04,0,0.0252,0.0013,0.0024,0.0076,0,0,0,0.0013,0.005
4431,2/17/10,4.6,0.44323469,0.0789,0.0108,0.0139,0.4604,0.0088,0.0273,0.013,0.001,3.00E-04,0,0,0.0244,0,0.001,0.0049,0.0019,0,6.00E-04,0,0.0032
4432,2/18/10,1.4,0.28393596,0.0018,0.0245,0.0138,0.1114,0.0362,0.0113,0.0079,0.001,0,0,0.0016,0.019,0,5.00E-04,0.0024,3.00E-04,0.001,0,0.0101,0.0036
4433,2/19/10,1.8,0.18019861,0,0.0146,0.0257,0.1208,0.0245,0.0115,0.0151,0,0,0,0,0.0197,0,0.0026,0.0034,0,0,0,0.0069,0.0041
4434,2/20/10,3.1,0.16327524,0.0228,0.0198,0.0252,0.29,0.0099,0.021,0.0133,0.0013,7.00E-04,0,0,0.0177,0,0.003,0.0026,0,0,0,0.0175,0.0011
4435,2/21/10,3,0.1821375,0.0228,0.0207,0.0244,0.2723,0.0105,0.0178,0.0093,1.00E-04,3.00E-04,0,0,0.0202,0,7.00E-04,0.0018,0,0,0,0.0083,0.0026
4436,2/22/10,3.8,0.38052361,0.115,0.025,0.0415,0.1986,0.0218,0.0213,0.0213,0.0041,1.00E-04,4.00E-04,0,0.0635,0.0011,0.004,0.01,0,0,4.00E-04,0.0021,0.0035
4437,2/23/10,4.6,0.44516121,0.5178,0.0193,0.0146,0.3451,0.5385,0.0207,0.0284,0.0017,0.0025,0,0,0.023,8.00E-04,0.0027,0.0015,0.0018,0,0.0038,0.014,0.0065
4438,2/24/10,3.4,0.46865916,0.1802,0.0035,0.0041,0.2272,0.0827,0.0139,0.0151,3.00E-04,0.0045,4.00E-04,0,0.0241,0.001,0,0.0027,0,0,0,0.0043,0.0018
4439,2/25/10,3.8,0.65242273,0.3527,0.0112,0.0059,0.272,0.2503,0.0171,0.0185,0.0014,0.0028,5.00E-04,1.00E-04,0.0215,2.00E-04,0.0016,0.0044,0,0,0,0.0067,0.0045
4440,2/26/10,5.5,0.34772976,0.347,0.0126,0.0134,0.4749,0.0094,0.0203,0.0194,0.0019,5.00E-04,0,0,0.0296,3.00E-04,6.00E-04,0.0035,3.00E-04,0.0029,0,0.0065,0.0034
4441,2/27/10,13.9,0.54923646,0.0922,0,0.0107,1.0995,0.0092,0.0519,0.0092,5.00E-04,0.0016,0,0,0.0284,0.001,0.0014,0.0095,0,0,0.0025,0,1.00E-04
4442,2/28/10,7,1.0040169,0.1127,0.0283,0.0178,0.7838,0.0012,0.0287,0.008,0.0022,4.00E-04,0,0,0.0131,0,0.0031,0.0044,6.00E-04,0,9.00E-04,0.0188,0.0045
4443,3/1/10,2.9,0.20841319,0.0918,0.0152,0.0454,0.2253,0.0044,0.0209,0.0136,0.0045,6.00E-04,0,0,0.0314,4.00E-04,0,0.0024,0,0,0,0.0114,0.0055
4444,3/2/10,3.4,0.44245043,0.0907,0.0149,0.0261,0.1897,0.0385,0.0175,0.0203,0.0043,8.00E-04,0,0,0.0444,0.0018,0.002,0.0053,0,0,0,0.0138,0
4445,3/3/10,2.8,0.38007014,0.1167,0.0234,0.0256,0.2674,0.0451,0.02,0.0151,9.00E-04,1.00E-04,1.00E-04,0,0.023,0,0,0.0029,0,0,0,0.0014,0.0071
4446,3/4/10,2.4,0.28103375,0.0489,0.0191,0.019,0.1792,0.0049,0.0197,0.0133,0.0013,3.00E-04,2.00E-04,2.00E-04,0.0248,8.00E-04,0.0046,0.0041,4.00E-04,0,0,0.0015,0.0027
4447,3/5/10,4.7,0.4572667,0.2303,0.0575,0.0868,0.2462,0.2206,0.0475,0.0318,0.0046,0,2.00E-04,5.00E-04,0.0636,7.00E-04,0.0012,0.0067,2.00E-04,0,0,0.0104,0.0083
4448,3/6/10,4.2,0.38985156,0.0634,0.0513,0.0709,0.2447,0.0078,0.0434,0.0254,0.0025,5.00E-04,3.00E-04,0,0.0414,3.00E-04,0.0027,0.0034,0,0,0,0.0036,0.0043
4449,3/7/10,7.9,0.38050208,0.0656,0.0431,0.0885,0.6998,0.0025,0.0494,0.0322,0.0029,0.0011,8.00E-04,0,0.0556,5.00E-04,0.0013,0.0078,8.00E-04,0,0.0013,0,0.0042
4450,3/8/10,8,0.46005284,0.1012,0.0452,0.0826,0.8041,0.004,0.0551,0.0316,0.0039,4.00E-04,0,0.0011,0.0538,0,0,0.0089,3.00E-04,0,8.00E-04,0,0.0023
4451,3/9/10,4.7,0.43526539,0.0422,0.0494,0.08,0.2546,0.0083,0.0368,0.0318,0.0044,3.00E-04,3.00E-04,0,0.0811,0,0.0013,0.007,4.00E-04,0,8.00E-04,0.0134,0.0052
4452,3/10/10,9.7,0.87402624,0.1792,0.0426,0.0848,0.4751,0.007,0.0483,0.0343,0.004,7.00E-04,6.00E-04,0,0.0952,7.00E-04,0.0057,0.0112,0,4.00E-04,0.002,0.0109,0.0037
4453,3/11/10,4.8,1.12443558,0.1586,0.0206,0.041,0.25,0.0015,0.0235,0.017,0.0024,0.0027,0,0,0.0422,6.00E-04,0.0031,0.0064,0,0,0.0017,0.0134,0.0026
4454,3/12/10,6.6,0.80224062,0.2647,0.0345,0.0547,0.2498,0.2178,0.0312,0.025,0.0017,6.00E-04,0,0,0.0436,3.00E-04,0.0019,0.0042,3.00E-04,0,0,0.003,5.00E-04
4455,3/13/10,5.3,0.33978952,0.8015,0.0442,0.039,0.2799,1.1101,0.0397,0.0381,0.0024,5.00E-04,0.001,0.0011,0.0205,2.00E-04,0.005,0,5.00E-04,0,0.0028,0.0076,0
4456,3/14/10,2.3,0.50571285,0.2778,0.0073,0.0123,0.1481,0.2365,0.0101,0.0135,0.0012,3.00E-04,2.00E-04,0,0.0062,5.00E-04,0.0023,0.0015,5.00E-04,0,0,0.0087,0
4457,3/15/10,4.5,0.40008236,0.4713,0.059,0.0546,0.2821,0.6554,0.0379,0.0374,0.0026,8.00E-04,5.00E-04,0,0.0316,0.0017,0.0037,0.003,0,0,2.00E-04,0,5.00E-04
4458,3/16/10,6.9,0.55356206,0.2653,0.0432,0.0924,0.4415,0.0521,0.0462,0.0383,0.006,7.00E-04,0.001,0,0.1077,0.0021,0.002,0.0109,0,0,0,0.0064,0.0073
4459,3/17/10,,0.82041559,,,,,,,,,,,,,,,,,,,,
4460,3/18/10,7.9,0.51300818,0.0996,0.0665,0.1661,0.6132,0.003,0.0543,0.0574,0.0085,7.00E-04,8.00E-04,8.00E-04,0.1166,5.00E-04,0.0055,0.0069,0,0,0.0016,0,0.006
4461,3/19/10,10,1.11100601,0.1159,0.0717,0.1352,0.6415,0.0033,0.061,0.0487,0.0059,0.0014,2.00E-04,3.00E-04,0.1025,2.00E-04,0.0055,0.013,0.0015,0,0.0027,0.0018,0.0088
4462,3/20/10,10.1,0.78309961,0.0595,0.0679,0.1317,0.9112,0.0062,0.0679,0.0491,0.0053,0.0013,0.0012,6.00E-04,0.0812,0,0.0035,0.0094,0,0,0,0,0.0071
4463,3/21/10,8.3,0.43948734,0.4448,0.0315,0.0294,0.7707,0.0318,0.0398,0.024,0.0028,0.0016,5.00E-04,0,0.0322,6.00E-04,0.0046,0.0077,0,0,0.0015,0.006,0.0032
4464,3/22/10,10.2,0.88475805,0.1906,0.024,0.0152,1.3511,0.0059,0.0268,0.0172,0.0026,0.0052,0,0,0.0325,6.00E-04,0,0.0039,0.0013,0,2.00E-04,0.0077,0.0041
4465,3/23/10,2.5,0.37502639,0.0095,0.0051,0.0077,0.1172,0.001,0.0076,0.0103,4.00E-04,7.00E-04,1.00E-04,0,0.0161,0,0.0045,0.0046,5.00E-04,0.0011,0,0.0095,0.0025
4466,3/24/10,,0.25766771,,,,,,,,,,,,,,,,,,,,
4467,3/25/10,7.5,0.42206435,0.2507,0.0945,0.1745,0.6295,0.0043,0.0434,0.0431,0.0051,8.00E-04,7.00E-04,0,0.0695,0,0.0032,0.0077,0,0,0.0021,0.0051,0
4468,3/26/10,4.3,0.34614757,0.0815,0.0389,0.0703,0.3646,0.0284,0.0336,0.023,0.0019,0,0,0,0.0482,0,0.0018,0.0042,0.0013,0,3.00E-04,0.0023,1.00E-04
4469,3/27/10,5.8,0.30100231,0.1856,0.0474,0.0671,0.4587,0.0047,0.0439,0.0266,0.0036,8.00E-04,8.00E-04,0.001,0.0516,2.00E-04,0.0035,0.0076,0,0,0.0015,0.0048,0.0041
4470,3/28/10,5,0.29749545,0.3545,0.0445,0.0544,0.432,0.1908,0.0343,0.0236,0.0015,3.00E-04,2.00E-04,2.00E-04,0.0331,0,0.0033,4.00E-04,7.00E-04,0.0016,0.0022,0.0128,0.0041
4471,3/29/10,3.1,0.31509234,0.1247,0.0232,0.0267,0.152,0.0029,0.0163,0.0115,9.00E-04,7.00E-04,8.00E-04,0,0.0392,5.00E-04,0,0.002,0,0,3.00E-04,0.018,0.0012
